200
  0   0 -3.18374300375580787659e+00
  0   1  3.37731793522834777832e+00
  0   2  1.41472824383527040482e+00
  0   3 -4.67176369857043027878e+00
  0   4  2.07559235394001007080e+00
  0   5  3.43036184553056955338e+00
  0   6  4.27665132097899913788e+00
  0   7 -3.67028218694031238556e+00
  0   8  6.41845017671585083008e-01
  0   9 -3.00341261550784111023e+00
  0  10  5.01041533425450325012e-01
  0  11 -4.20820763800293207169e+00
  0  12 -2.09436668083071708679e+00
  0  13 -3.63344697747379541397e+00
  0  14 -1.79514023475348949432e+00
  0  15 -4.56861292943358421326e+00
  0  16  3.89016445726156234741e+00
  0  17  4.01738860178738832474e+00
  0  18 -1.75608903169631958008e+00
  0  19 -4.61938458029180765152e+00
  0  20  2.04826288390904664993e+00
  0  21  4.79723541066050529480e-01
  0  22 -4.98890037182718515396e+00
  0  23 -4.56576055381447076797e+00
  0  24 -8.85512130334973335266e-01
  0  25  3.60409749671816825867e+00
  0  26 -9.76129444316029548645e-01
  0  27 -1.52745699975639581680e+00
  0  28  4.46498765144497156143e+00
  0  29  1.67472921777516603470e+00
  0  30 -4.36676682438701391220e+00
  0  31 -3.71875535231083631516e+00
  0  32  5.20471530035138130188e-02
  0  33  2.04796141944825649261e+00
  0  34 -3.39051904622465372086e+00
  0  35 -2.87236049305647611618e+00
  0  36  4.78323264978826045990e-01
  0  37 -4.11386772524565458298e+00
  0  38 -1.54264267999678850174e+00
  0  39 -3.87983171734958887100e+00
  0  40 -2.11728034075349569321e+00
  0  41  3.95839885342866182327e+00
  0  42 -3.08803935069590806961e+00
  0  43  7.88352978415787220001e-01
  0  44 -4.67504812404513359070e+00
  0  45  1.16820414550602436066e-01
  0  46  1.21974004898220300674e+00
  0  47  4.21511633787304162979e+00
  0  48 -8.65790983662009239197e-01
  0  49  4.46365101728588342667e+00
  0  50  4.59573175758123397827e+00
  0  51 -3.81752809975296258926e+00
  0  52 -5.66254369914531707764e-02
  0  53  4.60683138575404882431e+00
  0  54 -3.38328864891082048416e+00
  0  55  4.05786243267357349396e+00
  0  56  3.21092888247221708298e+00
  0  57  6.40581906773149967194e-01
  0  58 -2.46959456242620944977e+00
  0  59  2.67591653391718864441e+00
  0  60 -2.68468887079507112503e+00
  0  61 -1.83636138681322336197e+00
  0  62  3.95716118626296520233e+00
  0  63  2.36735828220844268799e+00
  0  64 -4.78839996736496686935e+00
  0  65 -4.43335785996168851852e+00
  0  66  4.49499779380857944489e+00
  0  67  6.89923297613859176636e-01
  0  68 -3.54722558520734310150e+00
  0  69 -2.04764488618820905685e+00
  0  70  1.81009158492088317871e+00
  0  71 -6.64505921304225921631e-01
  0  72 -3.08924602810293436050e+00
  0  73  3.72205223422497510910e+00
  0  74 -4.87615294288843870163e+00
  0  75 -2.76429415214806795120e+00
  0  76 -1.16112735122442245483e+00
  0  77  1.34358711075037717819e+00
  0  78 -3.54917781427502632141e+00
  0  79  2.97308166511356830597e+00
  0  80  8.07238128036260604858e-01
  0  81 -3.95344605669379234314e+00
  0  82  4.15555357001721858978e+00
  0  83 -4.24938730895519256592e+00
  0  84 -4.34661467093974351883e+00
  0  85 -4.22773507889360189438e+00
  0  86  4.80847512837499380112e+00
  0  87  3.86431421618908643723e+00
  0  88  1.41284682787954807281e+00
  0  89 -2.66111943405121564865e+00
  0  90  1.54023075010627508163e+00
  0  91  3.72815795708447694778e+00
  0  92  5.02519179135560989380e-01
  0  93  4.97391936369240283966e-01
  0  94  1.09551624394953250885e+00
  0  95  7.14119211770594120026e-01
  0  96  1.06403407640755176544e+00
  0  97  5.90514037758111953735e-01
  0  98 -3.59595749061554670334e+00
  0  99  2.51680849585682153702e+00
  0 100  3.54286915156990289688e+00
  0 101  3.21413409430533647537e+00
  0 102 -3.14769742544740438461e+00
  0 103 -4.54637687653303146362e+00
  0 104  1.93618632853031158447e+00
  0 105 -3.02385036833584308624e+00
  0 106 -2.31067102402448654175e+00
  0 107 -4.22494102269411087036e+00
  0 108  3.31973674241453409195e+00
  0 109 -8.59848838299512863159e-01
  0 110  3.74814064707607030869e+00
  0 111 -8.73025124892592430115e-01
  0 112  1.86705109663307666779e-01
  0 113  2.90369421709328889847e+00
  0 114 -1.22412433847784996033e-01
  0 115  8.40090438723564147949e-01
  0 116  3.67595913819968700409e+00
  0 117 -3.13937305472791194916e-01
